NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,17,23,21,0.101538,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,17,23,21,0.201127,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,17,23,21,0.3016797,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,17,23,21,0.4018103,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,19,17,23,21,0.5015953,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,19,17,23,21,0.6008391,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,19,17,23,21,0.7002203,1
0,1,2,2,0,2.607553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,19,17,23,21,0.8010202,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,19,17,23,21,0.9000019,1
0,1,2,2,0,3.607552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,19,17,23,21,1.001842,1
0,1,2,2,0,3.807551,0.2084997,0.4085005,15,3,3,27,27,27,1,2,19,17,23,21,1.101985,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,19,17,23,21,1.200956,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,19,17,23,21,1.300373,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,19,17,23,21,1.400702,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,19,17,23,21,1.500624,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,19,17,23,21,1.601795,3
0,1,2,2,0,4.007551,8.008499,0.6085013,15,3,3,27,27,27,1,2,19,17,23,21,1.701473,1
2,2,2,2,0.5085037,0.1084964,7.708498,0.9085024,15,3,3,27,27,27,1,2,19,17,23,21,1.801391,3
2,2,2,2,0.5085037,0.1084964,7.208496,1.408504,15,3,3,27,27,27,1,2,19,17,23,21,1.900145,3
2,2,2,2,0.5085037,0.1084964,6.708494,1.908506,15,3,3,27,27,27,1,2,19,17,23,21,2.000528,3
2,2,2,2,0.5085037,0.1084964,6.208492,2.408508,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.100512,3
2,2,2,2,0.5085037,0.1084964,5.70849,2.90851,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.201431,3
2,2,2,2,0.5085037,0.1084964,5.208488,3.408512,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.301871,3
2,2,2,2,0.5085037,0.1084964,4.708486,3.908513,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.400557,3
2,2,2,2,4.508503,0.1084964,4.208484,4.408515,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.501654,3
2,2,2,2,0.5085037,0.1084964,3.708482,4.908517,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.600064,3
2,2,2,2,0.5085037,0.1084964,3.208481,5.408519,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.700257,3
2,2,2,2,0.5085037,0.1084964,2.708479,5.908521,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.800925,3
2,2,2,2,0.5085037,0.1084964,2.208477,6.408523,15,3,3,27.3,27.3,27,1,2,19,17,23,21,2.900927,3
2,2,2,2,0.5085037,0.1084964,1.708475,6.908525,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.000667,3
2,2,2,2,0.5085037,0.1084964,1.208473,7.408527,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.101912,3
2,2,2,2,0.5085037,0.1084964,0.7084711,7.908529,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.200017,3
0,1,2,2,0,4.107551,0.2084692,8.408531,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.301144,3
0,1,2,2,0,4.207551,0.008468387,8.608532,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.401165,1
1,1,1,2,19.90756,4.707551,0.007523417,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.500975,1
1,1,1,2,19.40756,5.207551,0.007523417,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.60079,1
1,1,1,2,18.90756,5.707551,0.007523417,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.700331,1
1,1,1,2,18.40756,6.207553,0.007523417,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.80119,1
1,1,1,2,17.90755,6.707555,0.007523417,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,3.901101,1
1,1,1,2,17.40755,7.207557,0.007523417,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.000148,1
1,1,1,2,16.90755,7.70756,0.007523417,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.101555,1
1,1,2,2,16.40755,8.207561,0.008468387,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.201195,1
1,1,2,2,15.90755,8.707563,0.008468387,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.30226,1
1,1,2,2,15.40755,9.207565,0.008468387,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.400294,1
1,1,2,2,14.90754,9.707567,0.008468387,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.501514,1
1,1,1,2,14.40754,10.20757,8.007523,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.600017,1
1,1,2,2,13.90754,10.70757,0.008468387,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.700644,1
1,1,2,2,13.40754,11.20757,0.008468387,0.6085318,15,3,3,27.3,27.3,27,1,2,19,17,23,21,4.801713,1
