NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,21,7,23,0.1017146,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,21,7,23,0.200212,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,21,7,23,0.300877,0
0,1,2,2,0,0.7075546,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,0.4011047,1
0,1,2,2,0,1.207554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,0.5007151,1
0,1,2,2,0,1.707554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,0.600355,1
0,1,2,2,0,2.207553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,0.700707,1
0,1,2,2,0,2.707553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,0.8011729,1
0,1,2,2,0,3.207552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,0.9000407,1
0,1,2,2,0,3.707552,0.3085001,0.3085,15,3,3,27,27,27,1,2,23,21,7,23,1.001569,1
0,1,2,2,0,4.207551,8.3085,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,1.101012,1
1,1,2,1,19.90756,4.707551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,21,7,23,1.200082,1
1,1,2,1,19.40756,5.207551,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,21,7,23,1.300626,1
1,1,2,1,18.90756,5.707551,0.3085,0.3075551,15,3,3,27,27,27,1,2,23,21,7,23,1.401559,1
1,1,2,1,18.40756,6.207554,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,21,7,23,1.501376,1
1,1,2,1,17.90755,6.707556,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,21,7,23,1.602234,1
1,1,2,1,17.40755,7.207557,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,21,7,23,1.700926,1
1,1,2,1,16.90755,7.70756,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,21,7,23,1.800547,1
1,1,2,2,16.40755,8.207561,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,21,7,23,1.901743,1
1,1,2,2,15.90755,8.707563,0.3085,0.3085,15,3,3,27,27,27,1,2,23,21,7,23,2.001065,1
1,1,2,2,15.40755,9.207565,0.3085001,0.3085001,15,3,3,27.3,27,26.5,1,2,23,21,7,23,2.100314,1
1,1,2,2,14.90754,9.707567,0.3085001,0.3085001,15,3,3,27.3,27,26,1,2,23,21,7,23,2.201494,1
1,1,2,1,14.40754,10.20757,0.3085001,8.307555,15,3,3,27.3,27,25.49999,1,2,23,21,7,23,2.30166,1
1,1,2,2,13.90754,10.70757,0.3085001,0.3085001,15,3,3,27.3,27,24.99999,1,2,23,21,7,23,2.401243,1
1,1,2,2,13.40754,11.20757,0.3085001,0.3085001,15,3,3,27.3,27,24.49999,1,2,23,21,7,23,2.500863,1
1,1,2,2,12.90753,11.70757,0.3085001,0.3085,15,3,3,27.3,27,23.99999,1,2,23,21,7,23,2.600132,1
1,1,2,2,12.40753,12.20758,0.3085001,0.3085001,15,3,3,27.3,27,23.49999,1,2,23,21,7,23,2.701385,1
1,1,2,2,11.90753,12.70758,0.3085001,0.3085001,15,3,3,27.3,27,22.99998,1,2,23,21,7,23,2.801884,1
1,1,2,2,11.40753,13.20758,0.3085001,0.3085001,15,3,3,27.3,27,22.49998,1,2,23,21,7,23,2.90099,1
1,1,2,2,10.90753,13.70758,0.3085001,0.3085001,15,3,3,27.3,27,21.99998,1,2,23,21,7,23,3.000975,1
1,1,2,2,10.70753,13.90758,0.3085001,0.3085001,15,3,3,27.3,27,21.49998,1,2,23,21,7,23,3.101028,0
1,1,2,2,10.70753,13.90758,0.6085013,0.008498904,15,3,3,27.3,27,20.99998,1,2,23,21,7,23,3.201408,4
1,1,2,2,10.70753,13.90758,0.6085013,0.008498904,15,3,3,27.3,27,20.49998,1,2,23,21,7,23,3.301103,4
1,1,2,2,10.70753,13.90758,0.6085013,0.008498904,15,3,3,27.3,27,19.99997,1,2,23,21,7,23,3.40047,4
1,1,2,2,10.70753,13.90758,0.6085013,0.008498904,15,3,3,27.3,27,19.49997,1,2,23,21,7,23,3.500131,4
1,1,1,1,10.40753,14.20758,2.607556,8.007554,15,3,3,27.3,27,18.99997,1,2,23,21,7,23,3.60113,1
1,1,1,1,10.10752,14.50758,2.607556,8.007555,15,3,3,27.3,27,18.49997,1,2,23,21,7,23,3.701792,4
2,2,1,1,0.1084707,0.5085295,3.107558,7.507552,15,3,3,27.3,27,17.99997,1,2,23,21,7,23,3.800715,4
2,2,1,1,0.1084707,0.5085295,3.60756,7.00755,15,3,3,27.3,27,17.49996,1,2,23,21,7,23,3.900902,4
2,2,1,1,0.1084707,0.5085295,4.107562,6.507548,15,3,3,27.3,27,16.99996,1,2,23,21,7,23,4.000419,4
2,2,1,1,0.1084707,0.5085295,4.607564,6.007546,15,3,3,26.8,27,17.49996,1,2,23,21,7,23,4.100598,4
2,2,1,1,0.1084707,0.5085295,5.107566,5.507544,15,3,3,26.3,27,17.99997,1,2,23,21,7,23,4.201754,4
2,2,1,1,0.1084707,0.5085295,5.607565,5.007544,15,3,3,25.8,27,18.49997,1,2,23,21,7,23,4.300725,4
2,2,1,1,0.008470294,0.6085298,5.807565,4.807544,15,3,3,25.29999,27,18.99997,1,2,23,21,7,23,4.401058,1
2,2,1,1,0.008470294,0.6085298,5.807565,4.807544,15,3,3,24.79999,27,19.49997,1,2,23,21,7,23,4.501551,1
2,2,1,1,0.008470294,0.6085298,5.807565,4.807544,15,3,3,24.29999,27,19.99997,1,2,23,21,7,23,4.600046,1
2,2,1,1,0.008470294,0.6085298,5.807565,4.807544,15,3,3,23.79999,27,20.49998,1,2,23,21,7,23,4.701218,1
1,2,1,1,10.00753,0.6085299,6.107565,4.507545,15,3,3,23.29999,27,20.99998,1,2,23,21,7,23,4.800527,4
1,2,1,1,10.00753,0.6085298,6.607564,4.007545,15,3,3,22.79998,27,21.49998,1,2,23,21,7,23,4.901415,4
2,2,1,1,0.008470294,0.6085299,7.107563,3.507546,15,3,3,22.29998,27,21.99998,1,2,23,21,7,23,5.001091,4
2,2,1,1,0.008470294,0.6085299,7.607564,3.007546,15,3,3,21.79998,27,22.49998,1,2,23,21,7,23,5.100561,4
2,2,1,1,0.008470294,4.60853,8.107564,2.507547,15,3,3,21.29998,27,22.99998,1,2,23,21,7,23,5.201287,4
2,2,1,1,0.008470294,4.60853,8.607563,2.007547,15,3,3,20.79998,27,23.49999,1,2,23,21,7,23,5.301794,4
2,2,1,1,0.008470294,0.6085299,9.107562,1.507548,15,3,3,20.29997,27,23.99999,1,2,23,21,7,23,5.401507,4
2,2,1,1,0.008470294,0.6085299,9.207562,1.407548,15,3,3,19.79997,27,24.49999,1,2,23,21,7,23,5.501691,4
2,2,1,1,0.008470294,0.6085299,9.407562,1.207548,15,3,3,19.29997,27,24.99999,1,2,23,21,7,23,5.601619,4
2,2,1,0,0.008470294,0.6085299,9.707562,0,15,3,3,18.79997,27,25.49999,0,2,23,21,7,23,5.701586,0
2,2,1,1,0.008470294,0.6085299,9.707562,0.9075482,15,3,3,18.29997,27,26,1,2,23,21,7,23,5.800753,0
2,2,1,1,0.008470294,0.6085299,9.707562,0.9075482,15,3,3,17.79996,27,26.5,1,2,23,21,7,23,5.900702,0
2,2,1,1,0.008470294,0.6085299,9.707562,0.9075482,15,3,3,17.29996,27,27,1,2,23,21,7,23,6.001507,0
2,1,1,1,0.008470294,1.60853,9.707562,0.9075482,15,3,100,100,27,26.5,1,1,23,21,7,23,6.101855,0
2,1,1,0,0.008470294,1.60853,9.707562,0,15,3,100,100,27,26,0,1,23,21,7,23,6.200893,0
2,1,1,1,0.008470294,1.60853,9.707562,0.9075482,15,3,100,100,27,25.49999,1,1,23,21,7,23,6.30131,0
2,1,1,1,0.008470294,1.60853,9.707562,0.9075482,15,3,100,100,27,24.99999,1,1,23,21,7,23,6.400403,0
2,1,1,1,0.008470294,1.60853,9.307563,1.307548,15,3,100,100,27,24.49999,1,1,23,21,7,23,6.500353,3
2,1,1,1,0.008470294,1.60853,8.807563,1.807548,15,3,100,100,27,23.99999,1,1,23,21,7,23,6.601104,3
2,2,1,1,0.008470294,4.608529,8.307563,2.307547,15,3,100,100,27,23.49999,1,1,23,21,7,23,6.70104,3
2,2,1,1,0.008470294,0.6085299,7.807564,2.807547,15,3,100,100,27,22.99998,1,1,23,21,7,23,6.800882,3
2,2,1,1,0.008470294,0.6085299,7.307564,3.307546,15,3,100,100,27,22.49998,1,1,23,21,7,23,6.90093,3
2,2,1,1,0.008470294,0.6085299,6.807565,3.807546,15,3,100,100,27,21.99998,1,1,23,21,7,23,7.001433,3
1,2,1,1,10.00753,0.6085299,6.307564,4.307545,15,3,100,100,27,21.49998,1,1,23,21,7,23,7.100832,3
2,2,1,1,0.008470294,0.6085298,5.807565,4.807544,15,3,100,100,27,20.99998,1,1,23,21,7,23,7.200045,3
2,2,1,1,0.008470294,0.6085299,5.307566,5.307544,15,3,100,100,27,20.49998,1,1,23,21,7,23,7.300703,3
2,2,1,1,0.008470294,0.6085299,4.807565,5.807545,15,3,100,100,27,19.99997,1,1,23,21,7,23,7.400535,3
2,2,1,1,0.008470294,0.6085299,4.307562,6.307547,15,3,100,100,27,19.49997,1,1,23,21,7,23,7.501912,3
2,2,1,1,0.008470294,0.6085299,3.807561,6.807549,15,3,100,100,27,18.99997,1,1,23,21,7,23,7.600381,3
2,2,1,1,0.008470294,0.6085299,3.307559,7.307551,15,3,100,100,27,18.49997,1,1,23,21,7,23,7.700366,3
2,2,1,1,0.008470294,0.6085299,2.807557,7.807553,15,3,100,100,27,17.99997,1,1,23,21,7,23,7.80025,3
2,2,1,1,0.008470294,0.6085299,2.707557,7.907553,15,3,100,100,27,17.49996,1,1,23,21,7,23,7.901597,3
2,2,1,1,0.008470294,0.6085299,2.707557,7.907553,15,3,100,100,27,16.99996,1,1,23,21,7,23,8.001801,1
2,2,1,1,0.008470294,0.6085299,2.707557,7.907553,15,3,100,100,27,16.49996,1,1,23,21,7,23,8.101521,1
1,1,1,1,10.00753,14.60758,2.407556,8.207555,15,3,100,100,27,15.99996,1,1,23,21,7,23,8.201879,3
1,1,2,2,9.807525,14.80759,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,8.301805,1
1,1,2,2,9.307523,15.30759,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,8.400696,1
1,1,2,2,8.807521,15.80759,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,8.500665,1
1,1,2,2,8.307519,16.30759,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,8.600023,1
1,1,2,2,7.807517,16.80759,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,8.700679,1
1,1,2,2,7.307515,17.30759,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,8.801592,1
1,1,2,2,6.807513,17.8076,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,8.901359,1
1,1,2,2,6.307511,18.3076,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.000396,1
1,1,2,2,5.807509,18.8076,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.100837,1
1,1,2,2,5.307507,19.3076,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.200284,1
1,1,2,2,4.807505,19.80761,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.301195,1
1,0,2,2,4.307503,0,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.400271,1
1,0,2,2,3.807502,0,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.500358,1
1,0,2,2,3.3075,0,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.601673,1
1,0,2,2,2.807498,0,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.701444,1
1,0,2,2,2.307496,0,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.801869,1
1,0,2,2,1.807494,0,0.3085001,0.3085001,15,3,100,100,27,15.69996,1,1,23,21,7,23,9.900605,1
1,0,2,2,1.607493,0,0.2084997,0.4085005,15,3,100,100,27,15.69996,1,1,23,21,7,23,10.00046,3
1,0,2,2,1.607493,0,0.008498904,0.6085013,15,3,100,100,27,16.19996,1,1,23,21,7,23,10.10131,3
1,0,2,2,1.607493,0,0.008498904,0.6085013,15,3,100,100,27,16.69996,1,1,23,21,7,23,10.20203,3
1,0,2,2,1.607493,0,0.008498904,0.6085013,15,3,100,100,27,17.19996,1,1,23,21,7,23,10.30134,3
1,0,2,2,1.307492,0,0.008498904,0.6085013,15,3,100,100,27,17.69996,1,1,23,21,7,23,10.40081,1
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,18.19997,1,1,23,21,7,23,10.50135,3
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,18.69997,1,1,23,21,7,23,10.60061,3
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,19.19997,1,1,23,21,7,23,10.70109,3
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,19.69997,1,1,23,21,7,23,10.80173,3
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,20.19997,1,1,23,21,7,23,10.9016,3
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,20.69998,1,1,23,21,7,23,11.00202,3
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,21.19998,1,1,23,21,7,23,11.10187,0
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,21.69998,1,1,23,21,7,23,11.20098,0
1,0,2,2,1.007491,0,0.008498904,0.6085013,15,3,100,100,27,22.19998,1,1,23,21,7,23,11.3016,4
1,0,2,2,0.8074902,0,0.008498904,0.6085013,15,3,100,100,27,22.69998,1,1,23,21,7,23,11.40087,1
1,0,5,1,0.3074883,0,14.51826,8.607556,15,3,100,100,27,23.19999,1,1,23,21,7,23,11.50168,1
1,0,1,1,0.2074879,0,16.00755,8.607556,15,3,100,100,27,23.69999,1,1,23,21,7,23,11.60176,3
