NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,3,27,27,27,1,2,23,17,23,23,0.1001796,1
0,1,2,2,0,0.9075544,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.2006543,1
0,1,2,2,0,1.407554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.3022957,1
0,1,2,2,0,1.907554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.4026854,1
0,1,2,2,0,2.407553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.5023636,1
0,1,2,2,0,2.907553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.6031654,1
0,1,2,2,0,3.407552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.7019042,1
0,1,2,2,0,3.907552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.801698,1
0,1,2,2,0,4.407551,8.3085,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,0.9032732,1
1,1,2,1,19.70756,4.90755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,17,23,23,1.000569,1
1,1,2,1,19.20756,5.40755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,17,23,23,1.100007,1
1,1,2,1,18.70756,5.907552,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,17,23,23,1.202444,1
1,1,2,1,18.20756,6.407555,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,17,23,23,1.30078,1
1,1,2,1,17.70755,6.907556,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,17,23,23,1.401655,1
1,1,2,1,17.20755,7.407558,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,17,23,23,1.504638,1
1,1,2,1,16.70755,7.907561,0.3085001,0.3075551,15,3,3,27,27,27,1,2,23,17,23,23,1.600075,1
1,1,2,2,16.20755,8.407562,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,1.703721,1
1,1,2,2,15.70755,8.907564,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,1.801473,1
1,1,2,2,15.20754,9.407566,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,1.905985,1
1,1,2,2,14.70754,9.907568,0.3085001,0.3085001,15,3,3,27,27,27,1,2,23,17,23,23,2.002633,1
1,1,2,1,14.20754,10.40757,0.3085001,8.307555,15,3,3,26.5,27.3,27,1,2,23,17,23,23,2.101037,1
1,1,2,2,13.70754,10.90757,0.3085001,0.3085001,15,3,3,26,27.3,27,1,2,23,17,23,23,2.20277,1
1,1,2,2,13.20754,11.40757,0.3085001,0.3085001,15,3,3,25.49999,27.3,27,1,2,23,17,23,23,2.301825,1
1,1,2,2,12.70753,11.90758,0.3085001,0.3085001,15,3,3,24.99999,27.3,27,1,2,23,17,23,23,2.40311,1
1,1,2,2,12.20753,12.40758,0.3085001,0.3085001,15,3,3,24.49999,27.3,27,1,2,23,17,23,23,2.503006,1
1,1,2,2,11.70753,12.90758,0.3085001,0.3085001,15,3,3,23.99999,27.3,27,1,2,23,17,23,23,2.600536,1
1,1,2,2,11.20753,13.40758,0.3085001,0.3085001,15,3,3,23.49999,27.3,27,1,2,23,17,23,23,2.702151,1
1,1,2,2,10.70753,13.90758,0.3085001,0.3085001,15,3,3,22.99998,27.3,27,1,2,23,17,23,23,2.801159,1
1,1,1,1,10.20753,14.40758,2.307555,8.307554,15,3,3,22.49998,27.3,27,1,2,23,17,23,23,2.902972,1
